@relation 'Random_10_dimensions_SeparationFunction_f(x) =  + 1.0*x0^2 + 2.0*x1^2 + 1.0*x2^2 + 2.0*x3^2 + 1.0*x4^2 + 2.0*x5^2 + 1.0*x6^2 + 2.0*x7^2 + 1.0*x8^2 + 2.0*x9^2'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute Class {0,1}

@data
0.553463,0.212769,0.438176,0.883023,0.16113,0.283564,0.14745,-0.692038,-0.65011,0.311668,0
-0.155444,-0.912049,-0.324033,0.257742,0.185144,-0.120472,0.212917,-0.550935,0.630125,0.989934,0
-0.633385,0.41014,-0.091979,0.398845,-0.32466,-0.051318,0.02602,-0.89284,-0.798803,0.185741,0
-0.566914,-0.305996,-0.183573,0.431649,0.291965,-0.917751,-0.802121,-0.665153,0.982943,-0.055493,0
-0.334789,-0.431446,-0.059244,0.925671,-0.86685,0.47061,0.717022,0.914737,-0.604608,-0.485267,1
0.764129,0.967781,0.717502,-0.733173,-0.147514,-0.834423,-0.71156,0.567833,0.261592,0.683539,1
-0.534912,-0.914943,-0.073627,-0.341762,-0.058555,-0.913256,-0.426234,-0.946035,-0.016097,-0.679882,1
-0.449469,-0.335633,0.696279,-0.789066,-0.478192,-0.371591,0.913069,-0.746965,0.510921,-0.603515,0
-0.233369,-0.580734,-0.14552,-0.048319,0.23377,-0.29951,-0.437169,0.27283,0.039492,-0.532644,0
-0.521439,0.368825,-0.235678,0.002089,-0.050379,-0.424535,0.720455,-0.613146,-0.863774,-0.821173,0
-0.297698,0.766477,-0.585955,-0.452496,0.437707,0.226311,0.515057,-0.81892,-0.604494,0.093519,0
-0.31569,-0.667163,-0.823545,0.63289,0.907999,-0.275443,0.340875,-0.408989,0.00078,-0.885526,0
0.864229,0.198467,0.34999,0.5048,0.07789,0.171398,-0.063311,-0.886836,0.430827,-0.502129,0
-0.111751,-0.117316,-0.300995,-0.648836,0.264436,0.268274,0.372764,0.341217,0.038722,-0.687806,0
-0.131505,-0.502882,-0.691174,-0.390275,0.939419,-0.132338,0.655246,0.666268,0.201302,0.43364,0
-0.736199,0.360015,0.04246,-0.855339,-0.062004,-0.250221,-0.646583,0.324958,-0.550758,-0.694582,0
-0.509913,-0.56323,0.807782,-0.211291,-0.324616,-0.753496,-0.015606,0.475403,0.64767,-0.191921,0
-0.627258,-0.815416,0.780462,0.359425,-0.14552,0.669351,-0.873655,0.222315,0.714016,0.323231,0
0.87904,0.102301,-0.152933,0.869615,0.60112,0.804692,-0.283053,0.726915,-0.769166,-0.685856,1
-0.665255,0.080003,0.360068,0.429571,-0.825625,0.338928,-0.433546,-0.297269,0.38068,0.628736,0
-0.313846,0.29798,-0.111405,-0.770318,0.82989,0.57233,-0.856394,0.474941,0.673268,0.669071,0
-0.001478,0.513375,0.093486,-0.775101,-0.941176,0.557759,-0.42197,-0.590432,-0.741343,-0.235707,0
0.996959,0.948802,0.771755,-0.272899,-0.691082,-0.474731,0.49638,0.721802,-0.437973,-0.990885,1
0.300622,0.29515,0.15429,-0.661331,0.974157,-0.426893,-0.265781,-0.446422,-0.59517,-0.252366,0
0.350857,-0.523235,0.883223,0.602826,-0.496595,0.848264,0.63558,0.653971,0.594179,-0.666905,1
0.695285,0.498449,0.95464,0.757017,0.045309,-0.684689,-0.907263,0.168099,-0.401168,-0.899252,1
0.100857,0.878734,-0.967494,0.189571,0.267142,0.511827,-0.25341,0.888189,0.848989,0.256536,0
-0.701546,-0.367505,0.696053,0.0331,-0.459292,-0.015582,-0.048929,0.072912,-0.607508,0.993832,0
0.410366,0.539146,-0.317781,-0.022118,0.291896,-0.755121,-0.177676,-0.392332,0.137219,-0.730198,0
0.21135,0.342649,0.364777,-0.666764,0.20596,0.715989,-0.404598,0.150332,-0.734767,-0.250524,0
0.286982,-0.320042,0.441851,-0.135468,0.443714,-0.833079,0.779594,-0.943789,-0.793589,0.187814,0
0.373763,-0.190004,-0.016163,0.528921,0.860971,-0.733428,-0.548945,-0.343751,0.926977,0.477658,0
0.219292,0.781894,-0.94398,0.246372,-0.727162,0.087606,0.192355,-0.991526,-0.627967,0.535527,0
-0.75551,0.486256,0.53736,-0.122248,0.434853,-0.565288,-0.541751,-0.029521,-0.617589,0.700009,0
0.21114,-0.694839,0.503025,0.023202,0.024929,0.788221,-0.177938,0.547492,0.997898,0.232521,0
0.616102,0.825233,0.648759,-0.232075,0.435289,0.271284,0.975457,0.43493,-0.994814,0.47219,0
-0.701094,-0.405518,-0.733272,-0.463929,0.584806,-0.531257,0.385143,-0.244023,0.165265,-0.878307,0
-0.056503,0.259872,-0.177093,-0.504874,0.733735,0.033294,-0.946289,-0.265296,-0.432078,0.72613,0
0.990797,0.972392,-0.645421,0.992827,0.949939,0.97575,-0.680144,0.765766,0.848551,-0.368838,1
-0.299531,0.824414,0.853445,-0.902736,0.495157,0.298231,0.528666,-0.35356,0.933646,0.329257,0
-0.516797,0.706419,-0.793118,0.020633,0.059433,0.420636,0.699565,-0.989765,-0.04338,0.165159,0
-0.52423,-0.466001,0.849856,0.891627,0.090725,-0.318629,0.043309,-0.090207,0.936561,0.695733,0
-0.012322,-0.220109,0.277127,0.635547,-0.904735,-0.645801,-0.11327,0.48733,0.702088,0.688803,0
0.779917,0.909489,-0.745016,0.540715,0.904188,0.186413,-0.157349,-0.527868,-0.135212,0.685119,0
-0.956893,-0.797233,0.760512,0.132154,-0.273948,-0.217178,0.031683,-0.633689,-0.07286,0.403313,0
0.856275,-0.126856,0.202182,-0.782896,0.077384,0.370134,0.972811,0.413139,0.905029,-0.013236,0
-0.708837,0.968007,-0.292463,0.17163,-0.820358,0.993106,-0.907489,0.359138,-0.757151,0.402337,1
-0.825323,-0.358806,-0.397724,0.744368,0.43763,0.214709,-0.629623,0.475172,0.918815,0.21362,0
-0.140858,0.690667,-0.418206,-0.315481,-0.490671,0.395951,0.687155,-0.072122,0.130004,-0.243271,0
0.733157,-0.797755,0.454068,0.460208,0.109496,0.876675,0.243972,0.30685,-0.007682,-0.482945,0
0.222807,0.461022,-0.794114,0.104872,-0.040478,0.407726,-0.213931,-0.387648,-0.497024,-0.405765,0
-0.19691,0.495817,-0.961897,-0.02042,-0.364273,0.319459,0.128451,0.271514,-0.663564,0.684654,0
0.212876,0.499668,-0.013374,-0.084685,0.940204,0.755309,-0.98641,-0.462331,0.654166,0.422205,0
0.325332,0.493245,-0.118057,0.029771,0.816849,-0.763254,0.033175,0.978795,-0.688866,0.39586,0
0.799693,0.033526,0.676213,0.08598,0.926254,0.636864,-0.790664,-0.433277,0.60781,0.585727,0
0.267455,-0.70131,0.152428,0.95414,0.200446,0.756746,0.298165,0.922605,0.391139,0.358985,1
0.207375,-0.520384,-0.325804,0.655147,0.467339,0.983764,-0.77271,0.193404,-0.05432,-0.29509,0
0.655108,0.25136,-0.203742,0.425764,-0.909802,-0.513721,0.171047,0.460646,-0.949265,-0.258855,0
-0.73427,-0.963953,-0.476249,-0.262642,0.211519,0.87804,0.283426,0.191454,-0.977008,0.064453,0
-0.192467,0.012426,0.321479,-0.274879,0.321145,0.667824,0.87581,-0.988587,-0.524751,0.550982,0
0.137,0.906648,0.958894,-0.761651,-0.109289,0.911858,-0.052954,0.895029,-0.088903,-0.583208,1
-0.297679,0.76831,-0.928099,-0.346074,0.877286,0.703054,-0.24455,0.533626,-0.894953,0.919513,1
-0.402564,-0.62848,-0.68067,-0.086762,0.615164,-0.455485,0.911306,0.268398,-0.410798,0.449781,0
0.308913,-0.580013,-0.796883,-0.208563,0.855437,0.956995,0.893281,-0.817468,-0.03235,-0.072182,1
-0.379532,-0.674673,0.469798,0.790764,-0.152759,0.620776,0.728251,-0.853315,0.889888,0.958478,1
0.75267,0.197413,0.51094,0.651281,0.783002,-0.007211,0.128065,-0.995911,-0.952292,-0.039267,0
-0.662613,-0.155658,0.357072,0.958955,-0.415935,0.491999,0.9865,0.143515,0.760227,0.109764,0
-0.091781,0.318616,0.27009,-0.850313,-0.1542,-0.886374,-0.325577,-0.299861,-0.145557,0.327485,0
-0.58879,0.937589,0.170995,0.08729,-0.71332,0.600468,-0.068845,0.086969,-0.559373,0.427801,0
-0.982626,-0.896352,-0.687813,0.84321,0.779435,0.233384,0.767039,-0.184774,0.660754,0.844652,1
-0.005765,0.787799,0.866919,-0.882955,-0.959354,0.850233,-0.870972,-0.785643,-0.076731,0.903703,1
0.342896,0.635282,0.144396,0.481882,-0.5938,0.091682,0.13195,-0.90391,-0.070825,0.38345,0
0.636996,-0.499206,0.660468,0.170685,-0.557229,0.113152,-0.551724,-0.712003,-0.125722,-0.0293,0
-0.65208,0.302435,0.544805,0.074162,-0.909488,0.385645,0.535467,-0.262235,0.543393,0.252524,0
0.776138,-0.34268,-0.97847,0.91276,0.780922,0.806725,0.350083,0.288303,0.088555,-0.013552,0
-0.568136,0.368954,-0.232092,0.872908,0.739434,-0.490123,-0.828962,-0.244395,-0.36993,-0.280994,0
0.750962,-0.200796,0.672907,-0.66105,-0.791354,0.63068,-0.718998,-0.602864,0.493417,-0.672956,0
-0.142843,-0.920435,-0.746681,0.467015,-0.609211,0.277725,0.216644,0.810445,-0.0158,0.964803,1
-0.316799,0.382145,-0.859916,0.276517,-0.186419,0.262197,0.808133,0.603509,0.727013,0.222692,0
-0.832862,-0.25362,-0.446899,0.501239,0.909955,-0.758895,-0.46994,-0.535509,0.402269,-0.668313,0
0.00179,0.690298,-0.497932,0.748556,-0.261581,-0.91499,0.055279,0.445377,-0.610305,0.052846,0
0.124011,0.753537,0.077887,0.447109,0.857394,-0.967243,0.146605,-0.941553,-0.419009,-0.172113,1
0.904234,-0.266767,0.159284,-0.213889,0.835422,-0.134459,-0.023225,-0.854606,0.201339,0.969066,0
-0.013287,0.47418,0.209195,0.310746,0.192509,-0.476025,-0.996244,-0.824267,-0.344589,0.550566,0
0.618372,0.233725,-0.336987,-0.733671,0.720295,-0.310394,-0.953303,0.705137,0.494832,-0.573312,0
-0.19787,0.713105,-0.664854,0.188769,-0.854564,0.522479,0.139264,0.997595,0.92869,-0.07734,0
-0.036849,0.465217,0.941896,-0.088523,-0.461549,0.436111,-0.955366,0.391468,-0.26425,-0.518163,0
0.299044,0.470066,-0.560972,-0.828616,-0.683113,0.229236,-0.505822,-0.246748,0.886872,-0.550768,0
-0.595731,-0.089287,-0.385481,0.702804,-0.733511,-0.410429,-0.214709,-0.519685,-0.919533,-0.451848,0
-0.047228,0.562868,-0.995064,0.24212,0.857179,-0.270317,-0.600526,-0.067868,0.195507,-0.932384,0
0.560308,-0.509785,-0.506879,0.644835,0.943963,-0.71885,0.867636,-0.882681,-0.630243,-0.291966,1
0.829422,0.955996,-0.798034,-0.463411,0.429106,0.413945,0.83469,0.950656,0.040949,0.097271,1
0.937262,-0.558258,0.861989,-0.940136,0.86529,0.098327,-0.189635,-0.288585,0.40217,-0.363914,0
-0.077754,0.509702,0.568224,-0.401984,0.57531,0.402283,0.619312,0.553888,0.907725,-0.710597,0
-0.445897,-0.158676,-0.344889,0.399024,-0.541093,0.416179,-0.706036,-0.603429,0.841252,-0.282192,0
-0.141441,-0.703917,0.738164,-0.894807,0.089341,-0.203856,0.832359,0.382782,0.674339,0.533065,0
-0.930674,0.210299,0.261163,-0.07453,0.340561,-0.221342,-0.354351,0.778538,-0.31706,0.034516,0
-0.915775,0.622844,-0.858464,-0.051109,0.030605,0.881822,0.952903,0.850651,-0.236572,0.393573,1
-0.971851,-0.316414,-0.650043,-0.443164,-0.150141,0.196144,0.182002,-0.572383,0.844231,-0.464164,0
-0.076292,-0.537933,-0.950501,0.495663,-0.873096,0.282897,-0.525953,0.747848,0.998183,-0.159289,0
0.922329,-0.199475,0.842948,0.648298,-0.735991,0.125923,0.565114,0.385068,0.13148,0.934,0
-0.732761,0.100455,0.853209,-0.596654,-0.525693,-0.510766,-0.934902,0.831564,-0.20454,-0.731625,1
0.889324,0.130265,0.941445,0.554162,0.829905,0.365151,0.931588,0.319959,0.606461,-0.370406,0
-0.947394,0.509162,-0.96753,-0.559512,0.672593,0.184482,-0.258498,0.058036,0.367032,-0.786117,0
0.074769,0.656559,0.979682,0.425102,0.765513,-0.888747,-0.780259,0.904857,0.190584,-0.683738,1
0.187659,0.175453,0.90678,-0.587718,-0.174475,-0.649337,-0.050686,0.077333,-0.296048,-0.94561,0
-0.057969,0.122223,0.785899,0.879762,-0.546247,-0.967419,-0.151116,-0.527058,0.232414,0.812295,1
0.100574,-0.054911,-0.041599,0.508513,0.188728,0.247543,-0.01922,0.136299,-0.714998,0.389438,0
0.134867,0.371409,0.213137,-0.0664,-0.81315,0.342556,-0.304434,0.075723,-0.28906,0.129895,0
0.708487,0.793455,0.276817,-0.835607,0.663975,-0.953833,-0.29014,0.623097,0.678711,0.812819,1
-0.11605,-0.871772,-0.457576,-0.125516,-0.983608,0.583424,-0.834825,-0.320281,0.756759,0.818315,1
0.261082,-0.624882,-0.503767,-0.136951,-0.182829,-0.859961,-0.728711,-0.862774,-0.500525,-0.666402,0
0.395326,-0.386852,0.564581,0.643712,0.524104,0.101115,0.073317,0.422074,-0.75435,0.20496,0
-0.75573,-0.304386,-0.517488,0.208839,-0.36163,-0.035899,-0.995962,0.181734,0.531785,0.825245,0
-0.83138,0.923992,-0.687135,0.71272,-0.34941,0.030615,0.029914,-0.41076,-0.646252,-0.691082,0
-0.679919,0.305914,0.973241,-0.936453,-0.134341,0.520776,-0.260205,0.349762,-0.747381,-0.436505,0
-0.234942,0.196244,0.647205,0.439952,0.104095,-0.988373,-0.940055,0.289475,-0.839195,-0.085709,0
-0.867568,-0.96082,0.384346,0.562891,-0.639236,-0.255993,0.339367,-0.784552,-0.539465,-0.842324,1
0.18016,0.207756,0.181782,-0.551067,-0.68143,-0.18279,0.298324,-0.34091,-0.352201,-0.433912,0
-0.275575,0.491014,0.068977,0.418684,0.752749,0.32635,0.264669,0.039599,-0.73893,-0.013091,0
-0.326784,0.305859,0.401234,0.68779,0.440121,-0.396538,0.762367,-0.126044,-0.242602,0.089311,0
-0.708636,-0.8114,-0.550868,0.062386,0.357183,-0.309184,0.921199,-0.136573,0.261497,-0.378315,0
-0.334577,0.310243,-0.773227,-0.487938,-0.606845,-0.423803,0.433861,0.231984,-0.429423,-0.36771,0
0.034694,-0.299258,-0.362254,0.898635,-0.7683,-0.591685,0.515721,-0.41094,-0.505929,0.643014,0
-0.859183,0.3829,0.772028,0.3768,0.712339,-0.479016,0.173736,0.128893,0.099913,0.198182,0
0.985559,-0.190051,0.428762,-0.78721,-0.855167,0.543175,-0.753917,-0.766606,0.315372,-0.234551,0
0.868921,0.756771,-0.430568,0.530608,-0.47629,-0.144234,-0.654133,0.868731,-0.290092,0.153959,0
-0.167271,0.299374,-0.145057,0.114369,-0.786407,-0.84663,0.774911,-0.307727,-0.679619,0.226924,0
-0.284719,-0.322339,-0.848509,-0.526609,-0.18191,0.640717,0.442549,0.932263,-0.253116,0.294094,0
0.01812,0.90153,0.897958,0.298675,-0.99379,-0.521288,0.136155,0.064861,-0.836557,0.027521,0
0.315816,-0.060633,-0.462713,0.871231,0.982177,-0.682163,0.482708,0.570478,-0.404177,0.686543,0
0.654187,0.512369,-0.617449,0.371778,0.010011,0.219409,-0.51675,0.863458,0.09428,-0.219122,0
0.463208,-0.020153,-0.096903,0.115965,-0.562518,0.853201,-0.505099,-0.602917,0.078751,-0.258487,0
0.170947,0.893439,-0.403656,0.009444,-0.469575,-0.260944,-0.590111,0.271907,-0.004261,-0.313876,0
0.688292,0.656663,0.506994,-0.226351,0.184536,-0.582319,-0.999277,-0.976948,-0.130955,0.718902,1
0.016438,0.766472,-0.250881,-0.69156,-0.684418,-0.979789,0.959224,-0.983861,-0.249031,-0.565148,1
-0.283321,-0.467194,-0.209152,0.785272,0.059548,-0.232685,0.080198,-0.292146,0.41831,0.228182,0
0.212917,-0.551087,0.020157,-0.660905,-0.50795,0.757416,-0.115492,-0.626728,-0.128752,-0.263212,0
-0.259372,0.779415,0.499131,-0.535328,0.582985,-0.927581,-0.670711,-0.503789,0.777235,0.174881,0
0.112109,-0.014491,-0.360476,0.120839,0.750707,-0.908391,0.234026,-0.628911,-0.518323,-0.420564,0
0.768421,0.639782,0.632472,-0.917183,-0.585719,0.094915,-0.189344,0.365816,0.639088,-0.929277,1
-0.703629,-0.89973,0.208896,-0.982149,0.137804,-0.828461,0.905373,0.317606,-0.009498,-0.668842,1
-0.301718,-0.200562,-0.905112,0.134172,-0.375834,0.326236,0.952318,0.530607,-0.055682,0.649871,0
-0.761409,-0.77532,0.289846,0.889855,0.284779,0.971941,0.448932,0.450824,-0.941196,0.353755,1
-0.788863,0.96999,-0.002819,-0.749902,-0.744126,0.973571,0.264876,-0.774165,0.456936,-0.678393,1
0.062221,0.352262,-0.827764,-0.766544,0.451381,-0.395149,0.097668,-0.288336,-0.159152,0.909756,0
0.086286,0.51978,-0.255038,-0.844201,-0.031262,0.520098,0.726494,0.04529,0.858181,-0.859835,0
0.533816,0.526166,-0.317355,-0.98767,0.360209,0.729592,0.760113,0.418456,-0.118614,-0.16871,0
0.116305,-0.927665,-0.731705,-0.938488,0.942463,-0.014771,0.72582,-0.792283,0.10017,-0.314652,1
-0.726022,-0.614358,0.902514,0.899964,0.466753,0.598608,0.535678,-0.040733,-0.465301,-0.338467,0
-0.567713,-0.356061,0.040989,0.435272,0.667622,0.973816,0.55657,-0.00145,0.022074,0.522924,0
-0.91137,-0.621132,-0.262022,-0.753478,-0.962428,-0.229553,-0.803784,0.518719,-0.688773,-0.213637,0
-0.252224,-0.895412,0.891044,-0.776283,0.757692,-0.871386,0.623504,0.064786,-0.446443,-0.2483,1
0.30104,-0.006232,-0.581907,0.23182,-0.799767,-0.422146,-0.97501,-0.681149,-0.838896,-0.556985,0
-0.210475,-0.478056,-0.980198,0.269031,0.490213,0.688236,-0.251969,0.23492,-0.784978,-0.455433,0
-0.993942,-0.334925,-0.804551,0.379271,-0.017826,-0.941939,-0.585991,0.878983,0.369974,0.424143,1
-0.99453,0.285823,-0.874133,0.914292,0.41941,0.503172,-0.747288,0.092517,0.071474,0.553688,0
0.271517,-0.114953,0.782927,0.881056,0.271636,-0.765995,-0.307083,0.387395,0.470929,-0.210141,0
0.525077,-0.188888,-0.929155,0.596091,0.099896,0.075391,-0.142565,0.651149,-0.193454,-0.4246,0
0.477781,0.476887,-0.617391,0.022676,-0.387623,-0.62064,0.797416,0.428064,-0.632516,-0.043048,0
0.294488,-0.920059,-0.872481,-0.40752,0.720824,-0.037619,-0.163955,0.160045,0.155537,0.958286,0
-0.785062,-0.015961,0.547634,0.395406,0.784833,0.206874,-0.417536,0.018563,0.715968,-0.846381,0
0.318662,0.309282,0.517043,-0.974111,0.27215,0.22442,0.360753,-0.686044,0.571037,-0.111717,0
-0.551859,0.685205,0.565033,-0.451898,0.229968,-0.211307,-0.154762,-0.80936,0.531762,-0.590296,0
0.014951,0.618076,-0.329713,-0.285155,0.749394,-0.505772,-0.497376,0.947371,0.692028,0.897537,1
-0.984867,-0.135968,-0.442612,0.255157,-0.46198,-0.551054,-0.554854,0.182858,0.962304,-0.003444,0
0.817347,0.718353,-0.560545,-0.475056,-0.149418,-0.288941,-0.03999,0.662375,0.947058,-0.280831,0
0.935983,-0.355907,-0.926641,-0.334668,0.452901,0.863037,-0.707102,-0.284899,-0.789185,-0.462718,0
-0.632119,0.367714,-0.660355,-0.511356,-0.371183,-0.413326,-0.747249,0.771053,0.444414,0.947949,0
0.493608,0.943896,-0.428049,-0.753448,-0.865991,0.154718,-0.572029,-0.222393,-0.301784,-0.122714,0
-0.108572,-0.404067,-0.183997,0.145151,-0.363829,-0.541468,0.848546,0.427515,0.186916,-0.132693,0
-0.41536,0.913326,-0.097372,-0.345334,0.770719,-0.098833,-0.086508,0.89262,-0.2833,-0.763339,0
0.672432,-0.443678,0.510652,-0.704267,0.229381,-0.664079,0.478848,-0.118768,-0.403707,0.26597,0
-0.556272,-0.417968,0.64314,0.429545,-0.93914,-0.362089,-0.150098,-0.105413,-0.943037,-0.839913,0
0.936838,-0.747096,-0.455389,0.676505,0.905071,0.657644,-0.244792,0.402535,-0.658199,-0.907064,1
-0.48961,0.381947,-0.020777,-0.240206,0.542969,-0.300383,0.443482,-0.074714,0.382111,-0.663398,0
0.889786,0.35731,-0.066603,-0.080179,0.792024,0.555279,-0.887023,-0.387239,-0.459942,-0.612651,0
0.936016,0.700234,0.695064,0.45774,-0.686843,0.039372,-0.236895,-0.446898,-0.525255,0.480674,0
-0.830635,-0.145268,0.42105,-0.392921,-0.24975,-0.746114,0.087784,0.695651,-0.472191,-0.929728,0
0.019678,0.675631,-0.209277,0.749246,-0.739079,-0.961767,-0.421661,0.701086,0.899797,0.147715,1
0.549031,-0.653867,-0.754176,-0.790126,0.911398,0.642469,0.971268,-0.726707,-0.393393,0.898204,1
0.356011,0.484316,0.641806,0.273067,0.942306,-0.990629,-0.004008,-0.401012,0.418165,0.153611,0
0.265431,0.230675,-0.426014,-0.845771,-0.607089,-0.491871,0.483433,-0.666432,-0.48487,-0.344285,0
0.770324,0.234348,-0.76577,0.312498,0.823254,-0.53685,0.365551,0.151103,-0.0686,-0.51439,0
-0.992903,-0.104047,-0.237777,0.579687,-0.120227,-0.079128,-0.138448,-0.571236,0.80343,-0.212295,0
-0.071212,-0.575795,0.902291,0.581698,-0.495247,-0.35258,-0.32566,-0.29391,-0.593054,0.714349,0
0.41277,-0.082568,0.756767,-0.809325,0.633606,-0.185134,0.765503,0.123981,0.14213,-0.259324,0
-0.419344,-0.610564,0.161757,-0.893906,-0.558538,0.008498,0.552517,0.525489,0.152188,-0.624491,0
0.562328,0.823674,-0.5459,-0.585054,-0.217263,0.975263,-0.738281,-0.907504,0.021856,0.341583,1
0.926288,0.415979,-0.339302,-0.810151,0.699101,-0.912412,-0.274835,-0.589098,0.389637,-0.693258,1
-0.615565,0.595987,-0.151803,0.873299,-0.122482,-0.810335,-0.649989,-0.296278,-0.026724,0.305102,0
-0.78246,0.148206,0.985191,0.969619,-0.910021,-0.91535,-0.909286,0.062531,0.133716,-0.334232,1
-0.753974,0.013936,0.184773,0.808494,0.340542,0.45225,0.324034,-0.959732,-0.598454,0.419959,0
-0.291695,0.154626,-0.36218,-0.478856,-0.384962,-0.721034,0.902164,-0.578971,-0.394188,-0.579789,0
-0.24377,-0.513092,0.47342,0.329495,-0.262925,0.041463,0.209688,-0.38511,0.653394,-0.30638,0
0.615913,0.431588,0.78038,-0.48126,-0.62493,0.791814,-0.324307,0.47906,-0.585291,0.562188,0
0.005011,-0.593028,0.211731,-0.445911,0.244184,-0.882162,0.324975,-0.236999,0.416008,-0.2243,0
0.888858,0.775707,0.123142,-0.49562,0.061024,-0.360439,0.054733,0.418095,0.489263,-0.923991,0
0.872815,-0.260138,-0.252291,0.820861,0.925553,0.482621,-0.610408,0.086757,0.587945,0.287115,0
-0.226406,0.668628,0.196584,0.442225,-0.856893,0.050864,0.523617,-0.142392,0.572478,0.02528,0
-0.473961,0.815104,-0.658418,0.791859,0.709995,0.694532,0.059816,-0.710342,0.865749,0.551134,1
-0.567099,-0.406864,0.157524,-0.583928,0.950618,0.609564,-0.406578,0.498002,-0.029109,0.026059,0
-0.245866,0.082924,-0.314626,-0.519807,0.325196,-0.138885,0.273985,0.265982,0.456032,0.654114,0
-0.809418,-0.462493,-0.739941,0.071351,-0.030751,-0.064757,-0.126361,0.495184,0.200423,0.835622,0
-0.592317,0.974698,0.398353,-0.987796,0.854217,-0.897185,0.366164,0.397256,-0.448751,0.757866,1
0.362041,0.845387,0.162779,0.709936,0.879838,0.326326,0.296822,-0.47608,-0.820336,-0.188219,0
-0.137183,-0.064609,0.838772,-0.728271,-0.939173,0.931994,0.540344,0.658371,0.498425,0.14223,0
0.077522,-0.468617,0.34721,0.815164,-0.877683,-0.934037,-0.320622,0.66867,-0.306229,0.5856,1
0.165824,0.190529,0.457036,-0.525646,0.170726,-0.404195,-0.005225,0.348829,-0.056379,0.57556,0
-0.985415,0.707926,0.088464,-0.783873,0.090883,-0.071149,-0.219804,0.024797,-0.013035,0.440711,0
0.30285,-0.133097,-0.137267,0.182488,-0.60074,0.80094,0.745822,0.039996,0.650922,0.292494,0
-0.471346,0.856875,-0.352399,0.094398,0.451178,-0.172465,-0.940216,-0.800341,0.53886,-0.394632,0
-0.106919,-0.294631,0.787718,-0.702576,0.182218,-0.830081,0.022982,0.667154,-0.826744,-0.897495,1
-0.694786,-0.6703,0.646196,0.59304,-0.48249,-0.50039,-0.553838,0.772225,-0.660373,-0.061264,0
0.519833,-0.214307,-0.800294,0.152491,-0.20516,-0.727259,0.991465,-0.404515,-0.906634,-0.040641,0
-0.645453,0.673002,0.937154,-0.093145,0.137954,0.662638,-0.420285,0.201542,-0.698738,0.330809,0
-0.107526,-0.572399,0.955586,-0.018237,-0.164829,0.134345,0.50603,0.952066,-0.84322,-0.309221,0
-0.070396,0.151482,0.701806,0.41448,-0.892607,-0.848491,-0.762249,-0.331548,-0.173015,-0.464249,0
0.073135,-0.261228,-0.419042,0.751688,-0.098597,-0.26253,0.609495,-0.458697,-0.715381,-0.480782,0
-0.230066,-0.821607,-0.018164,0.65708,0.76336,0.203323,0.930549,-0.108339,0.008083,0.121333,0
0.105657,0.149686,-0.977867,-0.38159,-0.291112,-0.777852,-0.438356,-0.75085,-0.817371,0.498816,0
0.959307,-0.736111,0.395638,-0.224968,0.116777,0.267802,0.014136,-0.921628,-0.572753,-0.257456,0
-0.449729,0.706876,0.539116,-0.888597,-0.129015,0.227209,0.31899,-0.008175,0.053811,0.05023,0
-0.368032,0.554565,0.392152,-0.616881,-0.370509,-0.503404,0.08112,-0.14867,0.119738,0.035317,0
-0.344,0.890274,0.292868,-0.455518,0.60895,-0.874195,-0.416864,-0.022348,-0.22445,-0.605808,0
-0.227794,0.062889,0.061319,-0.203579,0.572724,0.402774,-0.130638,-0.761705,-0.121506,-0.923257,0
-0.806214,-0.72304,0.627375,0.118105,0.759587,0.776111,0.795245,0.326024,-0.181826,-0.13373,0
-0.5758,-0.726893,0.248757,-0.986809,-0.214633,-0.917848,-0.530685,-0.383442,0.786509,0.570995,1
0.326873,0.492802,-0.443144,0.702285,0.61537,-0.160002,-0.223638,0.925395,0.160348,0.83945,0
-0.236149,0.9606,-0.486708,0.917693,-0.401718,-0.148997,-0.78562,-0.125689,-0.380362,-0.304392,0
0.310994,0.575081,-0.459313,-0.622673,-0.639695,-0.283381,0.098155,-0.187423,0.497783,-0.712176,0
-0.318399,0.774555,-0.680497,-0.214924,0.70055,0.180115,0.304619,-0.01774,0.585213,-0.119379,0
-0.704594,-0.886642,0.26338,-0.540016,-0.844225,-0.305532,0.715845,-0.681469,0.145192,0.893761,1
-0.215015,0.409205,0.773442,-0.64798,0.79588,0.393011,-0.057302,0.663062,-0.253378,0.693509,0
-0.963144,0.342464,0.834238,-0.044469,-0.715854,0.044659,0.904909,0.751212,-0.8025,-0.96737,1
0.051931,0.026792,-0.811782,0.461038,0.032142,-0.253437,-0.448049,0.902788,0.431285,0.465701,0
-0.057937,-0.269348,0.581059,-0.848372,-0.826068,0.459745,-0.884622,-0.526066,-0.255219,0.963248,1
0.750595,-0.004216,-0.192874,-0.407062,-0.615738,-0.774877,0.499962,-0.332268,-0.070792,0.321877,0
0.52032,-0.46243,0.43453,0.407748,0.608827,-0.513387,0.992326,-0.111902,0.226447,0.108882,0
0.688783,-0.029225,-0.884444,-0.528906,0.430486,-0.345334,-0.332926,0.371588,-0.138418,0.861129,0
