#https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings
id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
3qsa4lo7eg,2010-03-06,20100306184019,2010-03-08,FEMALE,5.0,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,FR
tpu2qt3yzw,2010-03-07,20100307011251,2010-03-08,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,other
fjs54jvq2s,2010-03-07,20100307174009,2010-03-12,-unknown-,18.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
v31grxlt55,2010-03-07,20100307175723,2010-03-07,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
jtmmh6dtq9,2010-03-08,20100308005959,2010-03-22,-unknown-,33.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,FR
164t1ruisy,2010-03-08,20100308013710,,FEMALE,,basic,0,en,other,craigslist,untracked,Web,iPad,Mobile Safari,NDF
nhusfpisf6,2010-03-08,20100308073727,2010-04-15,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,US
619ffwnpjz,2010-03-08,20100308175421,,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
gwtsd4te19,2010-03-08,20100308182916,2010-03-08,MALE,33.0,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
jju39diyiu,2010-03-08,20100308231139,,-unknown-,27.0,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
i4edhlimed,2010-03-16,20100309080650,2010-04-06,FEMALE,44.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,US
efo7y4w42u,2010-03-09,20100309180306,,FEMALE,44.0,facebook,2,en,other,craigslist,omg,Web,Desktop (Other),Firefox,NDF
lt2lcjrbbt,2010-03-10,20100310004816,,-unknown-,53.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
z4gv6bmyy7,2010-03-10,20100310042648,2010-03-10,FEMALE,35.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
qvfgjugm8a,2010-03-10,20100310071010,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
vnlfsfrxzy,2010-03-10,20100310091104,2010-03-22,-unknown-,47.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
jdy1ic9k4m,2010-03-10,20100310182903,2010-03-10,-unknown-,40.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
mkcaeq27iw,2010-03-10,20100310224626,2010-03-12,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,other
8c58dglkjc,2010-03-10,20100310230232,,FEMALE,30.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Firefox,NDF
fmss7nq5uh,2010-03-11,20100311011435,2010-03-14,FEMALE,39.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
l6b51zsk0b,2010-03-11,20100311021035,2010-03-11,FEMALE,45.0,basic,3,en,seo,facebook,omg,Web,Mac Desktop,Safari,US
8q89zox0nj,2010-03-11,20100311043816,,-unknown-,54.0,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
sxx8m55bq3,2010-03-11,20100311052758,2010-03-13,MALE,25.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
azq8nubqpb,2010-03-11,20100311070036,,FEMALE,38.0,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
1sfwm3r6ax,2010-03-11,20100311161324,,FEMALE,47.0,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,NDF
9pthv2dj2u,2010-03-12,20100312040441,2010-03-12,FEMALE,57.0,basic,3,en,content,google,untracked,Web,Mac Desktop,Chrome,US
lto34vewef,2010-03-12,20100312062623,,MALE,32.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
i40huwxnxj,2010-03-12,20100312185849,2010-03-19,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
c7mtjqq27g,2010-03-13,20100313015234,,-unknown-,,basic,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF
08zribz6lb,2010-03-13,20100313022942,2010-03-19,-unknown-,43.0,basic,2,en,content,google,untracked,Web,iPad,Mobile Safari,US
0484tgzedi,2010-03-13,20100313200337,,-unknown-,33.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
rqt4fs7tgv,2010-03-13,20100313230712,2010-03-14,MALE,60.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,RockMelt,US
39zddogscp,2010-03-13,20100313234637,2010-03-15,FEMALE,29.0,basic,0,en,seo,other,tracked-other,Web,Mac Desktop,Chrome,US
qajtbc9sxo,2010-03-14,20100314042534,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
0yb3medm94,2010-03-14,20100314181203,2010-03-14,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
o2vi06sgkj,2010-03-14,20100314195014,2010-03-15,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
dey77qlhmz,2010-03-14,20100314195236,2010-03-15,-unknown-,,basic,3,en,seo,facebook,linked,Web,Mac Desktop,Firefox,US
ezkyrpdeo8,2010-03-14,20100314195925,2010-03-15,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
pyce1jzuzo,2010-03-14,20100314205747,2010-03-29,FEMALE,32.0,basic,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,US
kd3gfwe476,2010-03-14,20100314212621,2010-03-17,-unknown-,,basic,3,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,FR
nddgfoqsmc,2010-03-14,20100314221037,2010-03-15,MALE,43.0,facebook,3,en,seo,google,untracked,Web,Desktop (Other),Chromium,US
lq0fec8hfd,2010-03-15,20100315002320,2010-03-16,FEMALE,30.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
2fauin9rez,2010-03-15,20100315010643,2010-03-15,FEMALE,29.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
714s9sj8rc,2010-03-15,20100315012420,,-unknown-,,basic,2,en,seo,google,omg,Web,iPad,Mobile Safari,NDF
zfcvq4vj94,2010-03-15,20100315042100,2010-04-20,FEMALE,42.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
bwzhjps811,2010-03-15,20100315090142,2010-03-16,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
208xgc8449,2010-03-15,20100315171609,,-unknown-,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
8kjcxgk0sl,2010-03-15,20100315194123,2010-04-12,-unknown-,34.0,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Chrome,US
0p94c49eoo,2010-03-15,20100315200002,2010-03-16,-unknown-,19.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
8nwchwpq2o,2010-03-15,20100315225007,2010-03-15,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
y9lkqvfv1r,2010-03-16,20100316025002,2010-03-19,-unknown-,32.0,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
3d0bcb2nvb,2010-03-16,20100316045033,,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
oumij0583h,2010-03-16,20100316070751,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
8hou630j7f,2010-03-16,20100316161432,2010-03-16,-unknown-,32.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
dl6lf5iqw8,2010-03-16,20100316163519,2010-03-17,FEMALE,30.0,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
r3i72eb2ae,2010-03-16,20100316175605,2010-03-29,MALE,44.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
meodytp38t,2010-03-16,20100316175833,,-unknown-,,basic,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
hl1931pqo3,2010-03-16,20100316201714,,-unknown-,47.0,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
2x8pnntq9x,2010-03-18,20100318135813,2010-03-19,-unknown-,,basic,3,en,other,craigslist,omg,Web,Windows Desktop,IE,FR
7q4lkd34g7,2010-03-18,20100318164735,2010-05-21,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
xoq994nhd4,2010-03-18,20100318170212,2010-03-18,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
bsb3iicgiy,2010-03-18,20100318174424,,-unknown-,,facebook,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
6wdr9zaflp,2010-03-18,20100318175035,2010-03-19,MALE,48.0,basic,1,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
cjntios911,2010-03-18,20100318193409,,FEMALE,42.0,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
3aedeciszj,2010-03-18,20100318210130,,FEMALE,59.0,facebook,2,en,direct,direct,product,Web,Windows Desktop,IE,NDF
4hq0083zi1,2010-03-18,20100318223840,,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Firefox,NDF
myo86rnosj,2010-03-18,20100318224715,2010-03-20,MALE,32.0,facebook,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
9qhkkxurzt,2010-03-18,20100318225240,,FEMALE,32.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,NDF
gzlqc7mz1o,2010-03-19,20100319011200,2010-03-26,-unknown-,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
ilzqevkiv6,2010-03-19,20100319030022,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
9nf2vrjee0,2010-03-19,20100319032110,2010-03-19,MALE,51.0,basic,2,en,other,craigslist,linked,Web,Windows Desktop,Firefox,US
fn9i5v97zr,2010-03-19,20100319033640,2010-03-25,MALE,45.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,US
7wp59ymyfg,2010-03-19,20100319055628,,-unknown-,,basic,2,en,sem-non-brand,other,,Web,Other/Unknown,-unknown-,NDF
1rk8pr9sd0,2010-03-19,20100319065543,2010-03-28,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
7xhksd1tuv,2010-03-19,20100319172306,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
p7zoovvqb3,2010-03-19,20100319180353,2010-03-21,-unknown-,52.0,basic,3,en,content,google,omg,Web,iPad,Mobile Safari,US
sab3gx63z4,2010-03-19,20100319210815,2010-03-19,-unknown-,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
z2mejhxhvf,2010-03-19,20100319214444,2010-04-10,-unknown-,47.0,basic,2,en,seo,facebook,untracked,Web,Windows Desktop,IE,US
m1trxudwtq,2010-03-19,20100319234728,2010-03-25,-unknown-,,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
ewt2zkfelb,2010-03-20,20100320030109,2010-03-20,-unknown-,,basic,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,US
dc9z0c9qyh,2010-03-20,20100320032604,2010-03-23,-unknown-,38.0,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,FR
96nftukfqo,2010-03-20,20100320055904,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
mbjxmbwngx,2010-03-20,20100320080054,2011-03-06,MALE,36.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
ri0rdw8dv0,2010-03-20,20100320145409,,FEMALE,46.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
6bbegns0g8,2010-03-20,20100320174422,2010-03-21,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,CA
lb8siilz9t,2010-03-20,20100320182357,,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
v824vqs9tn,2010-03-20,20100320214613,,MALE,51.0,basic,2,en,content,google,linked,Web,Windows Desktop,IE,NDF
y3u5ul6zdb,2010-03-21,20100321005957,2010-03-21,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
7mybd8yxvf,2010-03-21,20100321062656,,MALE,31.0,basic,2,de,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
at8f5d4fme,2010-03-22,20100322052428,,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPad,-unknown-,NDF
jy29mjfc0u,2010-03-22,20100322062044,2010-03-22,-unknown-,,basic,0,en,seo,google,omg,Web,iPad,Mobile Safari,US
vmbq6kd8rf,2010-03-22,20100322062132,2010-03-22,FEMALE,57.0,basic,2,en,other,craigslist,omg,Web,Mac Desktop,Firefox,US
g0oohacz1k,2010-03-22,20100322120147,,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
ywtl725uub,2010-03-22,20100322174413,2010-03-22,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,US
9tgxi1o1ci,2010-03-23,20100323031035,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
nqjv3udkar,2010-03-23,20100323040341,2010-12-11,FEMALE,,basic,0,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,PT
5e6lo2i2m9,2010-03-23,20100323062538,2010-04-09,FEMALE,31.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,other
hd8n2vcnh7,2010-03-23,20100323071331,2010-03-24,MALE,39.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
gblq4gziw0,2010-03-23,20100323154317,2010-03-25,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
obnyc7z50d,2010-03-23,20100323234947,2010-03-24,FEMALE,61.0,facebook,3,en,sem-non-brand,google,tracked-other,Web,Mac Desktop,Safari,US
8nt3tn9rxz,2010-03-24,20100324141421,2010-04-02,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
f6dszs8xce,2010-03-24,20100324145622,2010-03-25,MALE,64.0,basic,2,en,seo,google,untracked,Web,Windows Desktop,IE,US
i8q93p96t0,2010-03-24,20100324175008,2010-03-24,MALE,35.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
fdgpbt5byi,2010-03-25,20100325001919,2010-03-26,-unknown-,,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
qz64wbav5b,2010-03-25,20100325021355,2010-03-25,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,IE,US
67jmnw0euc,2010-03-25,20100325032139,2010-03-26,-unknown-,39.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
mxnhvrr67n,2010-03-25,20100325040929,2010-03-25,-unknown-,,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
47wdhtdini,2010-03-25,20100325170047,,-unknown-,72.0,basic,0,en,content,google,,Web,Other/Unknown,-unknown-,NDF
uhbkw5exeg,2010-03-25,20100325204434,2010-04-17,MALE,70.0,facebook,2,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US
iu07374sr5,2010-03-25,20100325204508,2010-03-26,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,iPhone,-unknown-,US
fi5x88il0t,2010-03-25,20100325204754,2010-04-12,-unknown-,,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
1ok8je1zsw,2010-03-25,20100325230244,,FEMALE,45.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
97oxlyiw48,2010-03-26,20100326013107,2010-03-26,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
36m2hgioax,2010-03-26,20100326160644,,-unknown-,42.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
10b1mb478j,2010-03-26,20100326174024,2010-07-24,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
1lyrkm20j5,2010-03-26,20100326181410,2010-03-31,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,FR
pn4dcb27fv,2010-03-26,20100326201453,2010-04-02,FEMALE,28.0,basic,3,en,other,craigslist,omg,Web,Windows Desktop,IE,US
09i58csdl3,2010-03-27,20100327013341,2010-08-13,MALE,52.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
f4ykjobwro,2010-03-27,20100327020631,,MALE,37.0,facebook,3,en,other,craigslist,tracked-other,Web,Windows Desktop,Chrome,NDF
t93kik6s88,2010-03-27,20100327195358,2010-03-27,-unknown-,,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
m0d85egjx6,2010-03-27,20100327202503,2010-03-27,-unknown-,29.0,basic,3,en,seo,google,linked,Web,Mac Desktop,Chrome,US
kw7qyvlhsq,2010-03-28,20100328031851,2010-03-28,MALE,70.0,facebook,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
bdktvycjki,2010-03-28,20100328234708,,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,NDF
bbel7f8v5r,2010-03-29,20100329171817,2010-03-29,FEMALE,67.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
lfyel5e7ld,2010-03-29,20100329185137,2010-03-29,MALE,46.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
9wcp534m13,2010-03-29,20100329202654,2010-04-02,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,FR
92exeluf1d,2010-03-29,20100329223050,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
6bapkl8rkt,2010-03-29,20100329230037,2010-03-30,-unknown-,38.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
uy9u2w4o04,2010-03-30,20100330033437,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
frz8tywqin,2010-03-30,20100330042604,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
atuisqv42a,2010-03-30,20100330163642,2010-03-31,FEMALE,55.0,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Firefox,US
8xecy1uwy0,2010-03-30,20100330183707,2010-03-31,FEMALE,30.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
1i36cmzttm,2010-03-30,20100330212752,2010-04-03,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
53ty7sndm5,2010-03-30,20100330235931,,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
p8caxb7wj5,2010-03-31,20100331040948,2010-04-02,-unknown-,37.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
uhlqaqbtxm,2010-03-31,20100331043320,2010-03-31,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
rhuyrip1sb,2010-03-31,20100331054402,2010-04-01,-unknown-,,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
pb7creckcc,2010-03-31,20100331190850,,-unknown-,43.0,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
rgar4wqpgc,2010-03-31,20100331211054,,-unknown-,,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
usbnr61ory,2010-03-31,20100331232213,,-unknown-,,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
wpkieepqt7,2010-04-01,20100401004544,2010-04-01,MALE,52.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
z5mabkahby,2010-04-02,20100402024410,,MALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
jfgktypdka,2010-04-02,20100402030557,,FEMALE,42.0,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
z26yexgsfv,2010-04-02,20100402153008,2010-06-21,-unknown-,31.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES
yct13ahh0a,2010-04-02,20100402155100,,FEMALE,18.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,NDF
sy3gvih73c,2010-04-02,20100402204119,2010-04-04,FEMALE,31.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
80u3akmo1j,2010-04-02,20100402220635,,-unknown-,34.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
1gh5kbpxx7,2010-04-03,20100403004226,,-unknown-,32.0,basic,2,en,other,craigslist,tracked-other,Web,Mac Desktop,Safari,NDF
hpjm8vv5w9,2010-04-03,20100403013945,2010-04-07,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
fx525648ad,2010-04-03,20100403020021,2010-04-03,-unknown-,,basic,3,en,seo,google,omg,Web,Mac Desktop,Firefox,US
cge4ibk0nz,2010-04-03,20100403082609,2010-04-07,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
2ryibplmo9,2010-04-03,20100403143249,2010-04-05,FEMALE,41.0,basic,3,en,sem-non-brand,google,tracked-other,Web,Mac Desktop,Safari,US
s55gicqg1d,2010-04-03,20100403173904,2010-04-03,MALE,29.0,basic,3,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
n10moy4054,2010-04-04,20100404030108,2010-04-06,FEMALE,34.0,basic,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
zte1gzuphx,2010-04-04,20100404072309,2010-04-05,-unknown-,,basic,2,en,content,google,,Web,Other/Unknown,-unknown-,US
0gv72o0m8o,2010-04-04,20100404171719,2010-04-05,FEMALE,54.0,basic,3,en,direct,direct,omg,Web,Android Phone,Android Browser,US
me2vytofro,2010-04-04,20100404174347,2010-04-04,-unknown-,,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
nnldd2w28q,2010-04-04,20100404233053,2010-04-12,-unknown-,,basic,2,en,content,google,,Web,Other/Unknown,-unknown-,US
0i6m4ygzeb,2010-04-05,20100405003932,,MALE,34.0,facebook,3,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
rv3w9q6wzl,2010-04-05,20100405012312,,MALE,70.0,facebook,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,NDF
j5olegcqzr,2010-04-05,20100405015850,,FEMALE,60.0,basic,2,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,Firefox,NDF
m0u1y22mre,2010-04-05,20100405020822,2010-04-05,FEMALE,65.0,basic,0,en,seo,google,untracked,Web,Windows Desktop,Firefox,US
oyrfachjsf,2010-04-05,20100405045138,2010-04-05,-unknown-,31.0,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,ES
1cpcw88ypa,2010-04-05,20100405085939,,-unknown-,30.0,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
adq42kzmnv,2010-12-23,20100405153524,2010-04-06,MALE,38.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
e1bkqw67zo,2010-04-05,20100405155024,2010-04-05,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
cb67o81bup,2010-04-05,20100405163207,2010-05-05,FEMALE,65.0,basic,2,en,content,google,untracked,Web,Mac Desktop,Safari,US
a74it7h6o1,2010-04-05,20100405174013,2010-04-17,FEMALE,44.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,US
cjcqs9f904,2010-04-05,20100405201119,2010-04-09,-unknown-,,basic,2,en,content,google,linked,Web,iPad,Mobile Safari,US
apth1cyrgl,2010-04-05,20100405203057,2010-04-06,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
647fpnusac,2010-04-05,20100405210650,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
v9628gglmi,2010-04-05,20100405215519,,-unknown-,36.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
176898y1ju,2011-03-28,20100406190210,2010-04-15,FEMALE,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
n2kxg9xffy,2010-04-06,20100406195128,,-unknown-,,basic,2,en,other,craigslist,linked,Web,iPad,Mobile Safari,NDF
u3sw0dbupz,2010-04-06,20100406203411,2010-04-09,MALE,37.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
lyu3tx63vx,2010-04-06,20100406203920,2010-04-06,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,US
z70euzgxrv,2010-04-06,20100406223554,2010-04-08,FEMALE,73.0,basic,0,en,other,craigslist,omg,Web,Mac Desktop,Safari,US
9rvxxfbmf8,2010-04-07,20100407000618,,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
v83s1e555y,2010-04-07,20100407013149,2010-04-12,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
erqi1ztcv4,2010-04-07,20100407065924,,-unknown-,,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
xv3dlvcdnz,2010-04-07,20100407075054,,MALE,,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
qzw989n1z2,2010-04-07,20100407180517,,-unknown-,,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
v0b0h65de8,2010-04-07,20100407202952,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
vll4sdis1q,2010-04-08,20100408190802,,-unknown-,31.0,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,IE,NDF
la3wo57cq4,2010-04-08,20100408231412,,-unknown-,,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
6kdpl50r8l,2010-04-09,20100409023423,,-unknown-,,basic,2,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
cw6xwveh1f,2010-04-09,20100409065544,,FEMALE,45.0,basic,3,en,content,google,untracked,Web,Windows Desktop,IE,NDF
np09txpplp,2010-04-09,20100409081856,2010-04-10,-unknown-,38.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
haeluzt89n,2010-04-09,20100409171739,,MALE,37.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
5pwj8gboju,2010-04-09,20100409191000,2010-04-18,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
z6t6a4clp2,2010-04-09,20100409200600,2010-04-13,FEMALE,29.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
gh9wwbnxoy,2010-04-10,20100410014103,2010-04-10,MALE,36.0,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
idh2rya32p,2010-04-10,20100410041530,2010-04-10,-unknown-,,basic,3,en,seo,google,omg,Web,Mac Desktop,Chrome,US
zw2u1zac9z,2010-04-10,20100410043149,2010-04-11,-unknown-,30.0,facebook,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
bc2qzhoy7n,2010-04-10,20100410222756,2010-09-20,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
v2x0ms9c62,2010-04-11,20100411065602,2010-04-13,-unknown-,2014.0,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,FR
