@relation 'Random_2_dimensions_SeparationFunction_f(x) =  + 1.0*x1^2 + 2.0*x2^2'

@attribute x1 numeric
@attribute x2 numeric
@attribute Class {0,1}

@data
0.977485,-0.50823,1
0.137478,-0.430856,0
-0.333251,0.324008,0
-0.893675,-0.394592,1
0.064618,-0.716049,1
-0.912118,-0.221486,1
0.793864,-0.753839,1
0.291625,0.854879,1
0.075172,0.753823,1
0.485775,0.808737,1
-0.494565,0.043202,0
0.892951,-0.470706,1
0.887137,0.185798,1
0.521691,0.038045,0
-0.928017,-0.480447,1
-0.126334,0.080663,0
-0.789543,-0.402096,1
0.064276,0.390947,0
-0.938348,0.749059,1
-0.495713,-0.175611,0
0.472679,0.424347,0
-0.678503,-0.462865,1
-0.801143,-0.735699,1
0.576107,-0.572624,1
0.82255,-0.403231,1
0.449721,0.936472,1
-0.562078,-0.302152,0
0.288156,-0.666033,1
-0.196468,-0.891502,1
0.777312,-0.68781,1
-0.162173,-0.995917,1
-0.33221,0.948576,1
-0.922659,-0.835787,1
-0.726855,0.432984,1
-0.156981,0.093473,0
-0.91416,-0.532958,1
-0.614531,0.009654,0
-0.882134,0.394614,1
-0.332984,0.61908,1
-0.804415,0.593919,1
0.541797,0.043894,0
-0.835447,-0.445086,1
-0.40356,-0.434349,0
0.175699,-0.791083,1
-0.702589,-0.69509,1
-0.649232,-0.768285,1
-0.513648,-0.82221,1
0.285144,0.957567,1
-0.91371,-0.157889,1
-0.613751,-0.924548,1
-0.532935,-0.576523,1
0.948777,-0.921251,1
0.787236,-0.493627,1
-0.137894,0.245349,0
0.573903,0.622074,1
0.367907,0.386414,0
0.240411,-0.437963,0
0.440488,-0.607343,1
0.262466,-0.119756,0
-0.702148,-0.812231,1
-0.376756,0.901068,1
-0.505357,0.252505,0
0.126079,-0.482267,0
-0.235351,0.759728,1
0.153886,0.920922,1
-0.37163,-0.37911,0
0.436237,-0.274199,0
-0.219391,-0.704648,1
-0.249831,0.517775,0
-0.576567,0.004925,0
-0.462525,0.784591,1
-0.827261,-0.40047,1
0.790314,0.962115,1
-0.05796,0.735939,1
0.238675,-0.106579,0
0.295006,-0.740007,1
-0.841353,0.723801,1
0.096583,0.745812,1
-0.498051,-0.177152,0
0.580185,-0.811648,1
-0.389854,0.204045,0
-0.494401,0.825845,1
-0.077296,-0.425814,0
-0.946506,-0.670641,1
0.00791,-0.097614,0
0.574507,-0.970665,1
0.155481,-0.924434,1
0.41986,-0.043011,0
-0.261986,-0.30225,0
-0.645256,0.731318,1
-0.338482,-0.111951,0
-0.145667,-0.51636,0
-0.584283,-0.792634,1
-0.04941,-0.539927,0
0.555061,-0.580622,1
0.13027,0.07941,0
0.801642,0.647009,1
-0.79467,-0.545993,1
-0.897638,0.600962,1
-0.772657,-0.827651,1
0.029331,-0.495847,0
-0.019609,-0.254563,0
-0.718399,0.095656,0
0.362332,-0.464818,0
0.728002,0.670019,1
-0.947824,-0.788508,1
-0.575012,-0.507392,1
0.261759,-0.174233,0
0.350006,-0.871138,1
-0.789895,-0.76486,1
0.965385,0.932859,1
-0.382932,0.181087,0
0.203406,0.026091,0
0.164556,-0.491774,0
0.949671,-0.021278,1
-0.500643,0.67673,1
-0.749694,-0.641377,1
-0.652021,0.812123,1
-0.139767,0.330177,0
0.641468,-0.764119,1
-0.808971,0.568725,1
-0.357618,0.469625,0
0.649351,-0.067394,0
-0.218679,0.671303,1
0.446657,-0.352802,0
-0.641217,-0.922376,1
-0.847728,0.418939,1
0.99097,-0.456506,1
0.543927,0.555461,1
-0.516671,0.178571,0
-0.946137,-0.034511,1
0.464806,0.82407,1
-0.039749,0.701064,1
0.886316,-0.604753,1
0.96966,-0.638671,1
0.817571,-0.695506,1
-0.318207,-0.612865,1
-0.369004,0.23917,0
0.883077,0.520422,1
0.623925,-0.176566,0
0.275108,0.125874,0
0.5572,-0.897306,1
0.791569,0.342408,1
0.577836,-0.818604,1
-0.548253,-0.225274,0
0.83166,-0.234896,1
0.870428,-0.747146,1
0.518498,0.125498,0
-0.144712,-0.252326,0
-0.352928,-0.230642,0
-0.864956,-0.232556,1
-0.352872,-0.36637,0
-0.93172,-0.742398,1
-0.790781,0.98215,1
-0.752045,0.345659,1
-0.219349,0.117045,0
0.722428,0.82523,1
-0.7497,0.416359,1
-0.802099,0.870248,1
-0.540301,-0.731946,1
0.49575,-0.754385,1
0.628601,-0.04502,0
0.554028,-0.681154,1
0.435734,-0.982242,1
-0.291071,-0.97375,1
0.772784,-0.503401,1
-0.992204,0.918413,1
-0.122774,-0.461313,0
0.59764,-0.346269,0
0.495214,-0.945553,1
0.554155,0.539348,1
0.751933,-0.404132,1
0.236963,-0.231209,0
0.311201,-0.88908,1
-0.17423,-0.765014,1
-0.89765,0.853323,1
0.019377,0.080524,0
0.533573,-0.649536,1
-0.728221,0.022479,0
-0.039688,0.692424,1
0.071062,0.905786,1
0.510759,-0.536134,1
-0.185126,-0.385733,0
-0.716932,0.961633,1
-0.935482,-0.620491,1
0.820562,0.670825,1
0.220105,0.660352,1
0.516843,0.777291,1
-0.731678,0.058339,0
0.568949,0.277134,0
-0.987925,0.486817,1
0.558038,0.377126,0
-0.71474,0.955866,1
-0.907405,-0.504351,1
-0.862875,-0.289942,1
0.923879,0.561043,1
0.907712,0.478353,1
-0.280947,-0.621341,1
-0.285343,0.392044,0
-0.614852,-0.63634,1
0.507775,-0.21336,0
0.550334,0.542022,1
-0.32014,0.764324,1
0.582792,-0.266383,0
-0.156411,-0.511311,0
-0.055931,0.089664,0
0.03018,-0.482884,0
-0.15309,-0.880847,1
0.972266,0.505564,1
-0.599471,0.692321,1
-0.7475,0.130322,0
-0.048396,-0.32469,0
-0.468894,0.393529,0
0.167214,-0.171378,0
0.809721,0.614032,1
-0.443694,0.393024,0
0.745477,0.352435,1
-0.601532,0.278931,0
0.349856,0.08038,0
-0.255868,0.251454,0
0.141963,0.763184,1
-0.313589,0.0476,0
0.72854,-0.657885,1
-0.598579,0.908323,1
-0.617848,-0.957656,1
0.00223,-0.152663,0
-0.487267,0.055021,0
0.843887,-0.217016,1
0.235138,0.648862,1
-0.489667,0.323787,0
-0.408262,-0.699321,1
0.573971,-0.172248,0
0.42022,0.445785,0
-0.432565,0.337456,0
-0.397117,-0.145027,0
-0.057035,0.655291,1
0.740696,0.141302,0
-0.312993,-0.754905,1
-0.221173,-0.30172,0
0.792655,-0.671885,1
0.601654,0.074814,0
0.678122,0.051354,0
-0.804152,0.328403,1
-0.161742,-0.945946,1
-0.134794,-0.851134,1
-0.526353,0.661379,1
-0.767735,-0.360318,1
-0.254059,-0.034143,0
-0.680302,-0.765082,1
-0.856186,0.979272,1
0.093665,-0.969336,1
0.623131,0.093986,0
0.882757,-0.201085,1
0.550241,0.184181,0
-0.699637,0.846931,1
0.817601,-0.467049,1
-0.947106,-0.184555,1
-0.603325,0.056042,0
-0.02813,0.53797,0
-0.362713,-0.794266,1
-0.463485,-0.542711,1
0.000383,-0.170288,0
0.720381,0.389683,1
0.682754,0.423691,1
-0.386748,-0.992115,1
-0.611,-0.536251,1
0.917194,-0.461216,1
0.729623,0.654799,1
-0.186862,-0.799466,1
0.16116,-0.684991,1
0.839493,0.674601,1
0.793382,-0.841097,1
0.539614,0.554427,1
-0.341133,-0.599915,1
0.061777,-0.806227,1
0.528728,0.537569,1
0.606282,-0.871416,1
-0.923612,-0.311953,1
0.798651,0.503943,1
0.567436,-0.060496,0
0.937442,-0.615184,1
0.872763,0.211335,1
-0.909369,0.495331,1
-0.466232,-0.071589,0
0.352398,0.409857,0
0.85263,0.451286,1
-0.777487,0.510141,1
-0.462781,0.652016,1
0.033456,-0.87371,1
-0.700591,-0.715188,1
-0.37424,-0.804595,1
-0.012836,-0.126961,0
0.059961,-0.499817,0
-0.675077,0.718802,1
-0.946042,0.090806,1
-0.856538,-0.661333,1
0.047432,-0.153007,0
-0.90049,-0.8612,1
0.320404,0.303048,0
-0.682905,0.465083,1
0.430873,0.8373,1
-0.873311,0.298536,1
-0.613108,0.118338,0
0.13488,0.813631,1
-0.568701,-0.696075,1
0.226447,0.776858,1
0.092753,-0.095455,0
0.782339,-0.664838,1
-0.75544,-0.547991,1
0.391208,-0.871364,1
-0.686774,-0.845416,1
0.638785,0.859132,1
-0.821463,0.456197,1
-0.163797,-0.97739,1
0.218667,0.804021,1
0.46862,0.868373,1
0.804663,0.627857,1
0.83327,-0.414387,1
-0.761999,-0.528155,1
-0.397146,0.870109,1
-0.113197,0.699733,1
0.096053,-0.707007,1
0.010739,-0.039972,0
-0.778376,-0.990754,1
-0.779048,0.955967,1
-0.540347,-0.237508,0
-0.249389,-0.255533,0
0.283587,0.010019,0
0.421955,-0.16104,0
-0.290965,-0.906664,1
-0.63321,0.212582,0
-0.327712,0.877418,1
-0.973609,0.155347,1
-0.215893,0.848283,1
0.714641,-0.113474,0
-0.115104,-0.827724,1
0.769265,0.565134,1
0.051563,-0.51086,0
0.183456,-0.943429,1
-0.937627,-0.964064,1
0.417794,-0.906932,1
-0.064765,0.418329,0
-0.672496,-0.714255,1
0.914611,-0.406443,1
0.634872,0.988839,1
0.524488,-0.083829,0
0.029515,0.94854,1
-0.521717,-0.672844,1
0.515552,-0.002177,0
-0.774692,-0.832409,1
0.982517,-0.586572,1
-0.696117,-0.024856,0
0.336534,-0.436298,0
-0.159331,0.03028,0
-0.024919,0.107893,0
0.398875,0.283015,0
0.777915,0.689173,1
0.748226,0.49678,1
-0.115743,0.099565,0
0.365642,-0.101525,0
-0.814871,0.344789,1
0.925493,0.214061,1
-0.370327,-0.179212,0
-0.442439,0.91089,1
-0.483109,0.064337,0
-0.209524,-0.173914,0
0.965584,0.440908,1
-0.948621,-0.259812,1
-0.454496,-0.066829,0
0.793843,-0.855102,1
-0.802574,-0.972053,1
0.082748,-0.178798,0
0.798098,-0.8417,1
-0.333295,-0.280133,0
-0.438252,-0.388248,0
0.026524,0.262798,0
0.390853,-0.396442,0
0.24335,0.747737,1
0.596444,0.694301,1
0.966333,0.772045,1
-0.963491,0.949014,1
-0.631623,-0.683667,1
-0.230778,0.675975,1
0.642671,0.142805,0
0.433076,0.128048,0
-0.34746,-0.23353,0
0.023,0.643881,1
-0.320865,-0.924588,1
0.767408,0.392429,1
-0.226852,0.46835,0
-0.87077,0.650493,1
0.455135,-0.649371,1
0.04619,-0.760342,1
-0.539986,-0.285118,0
-0.267642,0.134617,0
0.474632,0.206679,0
-0.982348,-0.046874,1
0.18574,-0.946232,1
0.991972,-0.631784,1
0.242827,-0.390587,0
0.224944,-0.749231,1
-0.478115,0.004819,0
-0.522563,-0.735359,1
0.596674,0.330651,0
0.193253,-0.706813,1
0.668538,0.183699,0
-0.457491,0.055708,0
-0.716259,-0.968104,1
-0.212272,-0.37214,0
0.117326,0.064856,0
-0.6231,0.153487,0
-0.486749,0.987666,1
0.096286,-0.224579,0
0.168221,0.729943,1
-0.691055,-0.216915,0
-0.385272,0.141301,0
0.434074,0.821196,1
0.121035,-0.353021,0
-0.649245,0.512637,1
0.659151,-0.643606,1
0.712259,-0.561808,1
-0.090347,0.328058,0
0.145662,-0.255394,0
-0.045953,-0.527014,0
-0.216598,0.752826,1
0.158742,-0.944047,1
0.883815,-0.112717,1
-0.957212,-0.672785,1
0.612888,0.594308,1
0.156401,-0.508106,0
0.679541,0.859807,1
-0.627061,-0.265961,0
0.032204,0.526175,0
-0.385354,0.327102,0
-0.033877,-0.259985,0
-0.229493,-0.895076,1
-0.134241,0.763983,1
0.976058,0.628841,1
-0.611219,0.751839,1
0.588778,-0.282669,0
0.088698,0.089107,0
-0.683206,-0.4728,1
-0.676944,0.131161,0
-0.002478,-0.767986,1
0.925462,0.839106,1
-0.510854,0.698368,1
0.659541,0.831497,1
0.507056,0.187703,0
0.020228,0.076559,0
0.684382,0.703145,1
-0.184042,0.919771,1
0.15407,-0.949877,1
0.022017,-0.786851,1
-0.670532,-0.039317,0
0.903588,-0.639874,1
-0.880597,-0.141301,1
0.119841,0.790086,1
-0.753069,-0.482646,1
0.507028,-0.755346,1
-0.007587,0.748736,1
0.903386,0.587008,1
0.843807,-0.762152,1
0.470323,-0.247887,0
0.574342,0.118716,0
-0.901961,-0.743701,1
0.485326,-0.775984,1
0.103752,-0.385991,0
0.717858,0.411517,1
0.859601,0.404917,1
0.567333,-0.704217,1
0.247624,0.847576,1
-0.862607,0.968843,1
-0.794208,0.656682,1
0.113925,0.097743,0
-0.9465,0.636939,1
-0.902519,-0.469895,1
-0.95356,-0.051222,1
-0.045105,-0.431604,0
0.441082,0.442603,0
0.394693,-0.090783,0
-0.014812,0.961418,1
0.463719,-0.983042,1
-0.423873,0.650725,1
0.300832,-0.399393,0
0.837808,0.347807,1
0.989565,-0.966382,1
0.027164,-0.794769,1
-0.750514,0.590243,1
0.2086,0.300212,0
-0.699554,-0.452615,1
0.294406,-0.250258,0
-0.768439,0.577289,1
0.426743,-0.43758,0
0.119597,0.862415,1
0.456515,0.706317,1
0.015808,0.660999,1
-0.965053,0.065435,1
-0.464454,0.104551,0
0.503932,-0.640793,1
-0.308446,0.412522,0
-0.739237,-0.481289,1
-0.980537,0.556489,1
-0.817066,-0.703498,1
-0.048763,0.663288,1
0.430986,-0.83882,1
-0.571964,0.71689,1
0.605742,-0.77736,1
0.561056,0.55255,1
0.043186,-0.06258,0
-0.741494,0.64147,1
-0.191215,0.867399,1
-0.958293,0.858164,1
-0.396502,0.056131,0
-0.170103,-0.130005,0
-0.243438,0.690573,1
0.342499,-0.951884,1
0.75557,0.632037,1
0.949222,-0.128691,1
-0.647769,0.128667,0
0.292533,0.678986,1
0.182577,-0.437229,0
0.813652,-0.673125,1
0.053318,0.439869,0
-0.567619,0.808693,1
0.571376,0.992308,1
0.062715,-0.770639,1
-0.368418,0.748835,1
0.390313,-0.349919,0
-0.572148,0.212511,0
0.394571,-0.727127,1
0.116106,0.392885,0
0.467144,-0.808079,1
0.032525,0.35435,0
0.660449,-0.488641,1
-0.541313,-0.828868,1
-0.40623,0.013872,0
-0.148713,-0.238226,0
0.960567,-0.401852,1
0.32543,0.021981,0
0.009664,-0.89015,1
0.890649,-0.271445,1
0.999589,-0.236308,1
-0.963205,-0.668721,1
0.661674,0.988602,1
-0.352019,-0.674028,1
0.096823,-0.099906,0
-0.018096,0.022028,0
0.138994,0.854316,1
0.086262,-0.825081,1
0.861741,0.258827,1
0.383047,-0.00381,0
-0.927153,-0.350327,1
0.958122,-0.249297,1
0.85498,0.397867,1
-0.787365,0.660686,1
-0.035521,0.158399,0
0.907791,0.481357,1
0.83212,0.663983,1
0.072253,0.147917,0
-0.21023,0.012333,0
-0.062809,-0.306814,0
-0.847956,0.412609,1
0.183722,-0.125752,0
0.927824,0.396248,1
-0.204074,-0.633996,1
0.477264,0.594119,1
0.053233,-0.639456,1
0.196277,0.927268,1
-0.298587,0.433104,0
-0.197369,0.241002,0
0.466801,0.07441,0
0.246778,-0.736145,1
-0.985319,-0.093206,1
0.269018,0.757595,1
-0.814427,-0.314361,1
-0.359078,0.606822,1
0.788952,0.646812,1
0.190348,-0.650755,1
0.664106,0.570969,1
-0.963106,0.537875,1
0.804376,0.753656,1
-0.511561,0.747237,1
-0.332582,0.219094,0
0.481436,-0.749545,1
-0.957034,-0.595403,1
-0.199598,-0.156334,0
0.718765,-0.552505,1
-0.717432,0.40258,1
-0.567945,-0.317455,0
-0.748217,0.970607,1
-0.482018,-0.364018,0
0.9474,0.629648,1
-0.938347,-0.518535,1
0.067424,0.322253,0
-0.27433,-0.76349,1
0.675238,0.101302,0
-0.409101,-0.895624,1
-0.034373,-0.692781,1
-0.728106,0.689765,1
-0.328256,0.169097,0
0.253602,-0.975494,1
-0.634172,0.666365,1
-0.45938,0.579581,1
-0.159684,-0.836621,1
-0.815647,0.322262,1
-0.256556,0.701195,1
-0.141977,-0.042004,0
-0.5425,0.818354,1
-0.109955,0.51539,0
0.0934,0.783298,1
-0.731241,-0.043238,0
0.390218,0.316561,0
0.732146,-0.37962,1
0.924795,0.824681,1
-0.901266,0.973223,1
-0.898342,-0.60843,1
-0.876621,-0.868086,1
-0.690697,-0.837788,1
0.948522,0.347926,1
-0.134761,-0.250607,0
0.903197,-0.774572,1
-0.539958,0.52264,1
-0.60383,-0.175082,0
-0.788907,-0.320428,1
0.956266,-0.996957,1
0.149525,0.853404,1
0.092054,0.348764,0
-0.010658,0.676326,1
0.574716,0.898319,1
-0.63448,-0.802984,1
0.992051,0.446165,1
0.378315,0.341565,0
-0.021766,0.716376,1
0.393059,0.918728,1
0.126772,-0.078681,0
0.906049,-0.714042,1
0.817484,-0.567951,1
-0.065031,-0.926533,1
0.819209,-0.672843,1
0.694888,0.199998,0
0.620095,-0.105333,0
-0.546714,0.99415,1
-0.243051,0.621247,1
-0.315364,-0.80865,1
-0.694703,0.644031,1
-0.881544,0.426951,1
0.871963,0.629525,1
-0.0255,-0.409627,0
0.457388,0.834663,1
-0.935143,-0.21446,1
-0.792589,-0.912833,1
-0.212773,0.30405,0
0.951516,-0.637789,1
0.169526,-0.488082,0
0.001865,0.432356,0
0.562945,0.301351,0
0.882705,0.240007,1
-0.380984,-0.350616,0
0.783179,0.413583,1
-0.753764,0.857111,1
0.957583,-0.802255,1
-0.627805,0.803422,1
0.158186,-0.27392,0
-0.62206,0.174074,0
-0.171828,0.834466,1
-0.457327,0.588879,1
-0.206073,0.704319,1
-0.068429,0.094327,0
-0.025937,0.342552,0
0.999466,-0.216052,1
0.768003,0.339435,1
0.907037,0.656392,1
-0.298056,0.42903,0
-0.70486,0.931907,1
-0.044552,0.338822,0
0.801513,-0.330003,1
0.773302,0.50723,1
-0.229155,-0.241516,0
-0.647422,0.180035,0
0.300336,0.872043,1
-0.061413,0.240747,0
-0.052248,0.151802,0
0.497636,0.612338,1
0.372541,0.73185,1
0.108743,-0.941272,1
0.884615,0.465862,1
-0.190254,-0.012639,0
-0.392238,-0.277265,0
0.652203,0.12601,0
-0.860922,0.943783,1
-0.954931,0.058031,1
0.536224,0.813675,1
0.749629,-0.497465,1
0.221295,0.47284,0
0.199987,-0.492242,0
-0.872476,0.688686,1
0.868074,-0.913129,1
0.433171,0.843521,1
-0.632117,0.786977,1
-0.48247,-0.81069,1
0.114582,-0.130966,0
-0.717023,0.157317,0
0.667158,0.878142,1
-0.492978,0.10312,0
0.072933,0.938336,1
-0.560464,0.632561,1
0.982308,-0.02125,1
0.249271,0.164602,0
0.483749,0.381712,0
0.982123,-0.816832,1
0.772105,0.648921,1
0.669939,0.258027,0
0.039548,-0.396793,0
0.749092,0.712197,1
-0.205515,0.000991,0
-0.276999,0.143065,0
0.120073,0.456343,0
0.260565,-0.727144,1
-0.891531,-0.54775,1
-0.235867,0.65722,1
-0.057493,-0.724897,1
-0.541874,0.320595,0
0.913987,-0.909905,1
0.090684,0.412643,0
-0.16666,-0.274962,0
-0.514303,0.771096,1
0.597178,-0.802598,1
0.712688,0.075251,0
-0.574388,-0.693586,1
0.713586,0.04099,0
-0.52804,0.377682,0
-0.39435,-0.385136,0
0.936663,0.71602,1
-0.661379,0.142651,0
0.133947,-0.854802,1
-0.996743,0.497536,1
0.985182,0.679358,1
0.020086,0.975373,1
-0.318673,0.399203,0
0.075595,0.32252,0
-0.516854,0.963663,1
-0.705882,-0.519513,1
0.889124,0.481484,1
0.998861,0.710627,1
-0.027854,0.371684,0
0.927075,-0.550776,1
0.041267,0.111393,0
0.713431,-0.39301,1
-0.068646,-0.249122,0
0.530064,-0.862734,1
0.143615,0.295726,0
0.476439,-0.067669,0
-0.616656,0.656544,1
0.395167,0.818138,1
0.846455,0.365076,1
-0.420667,-0.592941,1
0.343094,-0.007906,0
0.226811,0.520536,0
-0.370527,-0.586166,1
0.141124,0.372074,0
-0.237583,-0.479654,0
0.464406,-0.234765,0
0.304678,0.248621,0
-0.700892,0.729072,1
-0.768858,-0.330605,1
-0.07753,0.54298,0
0.982486,-0.894171,1
-0.930621,-0.391152,1
0.8882,-0.517527,1
-0.090604,-0.489019,0
-0.970431,-0.527636,1
-0.110029,-0.932543,1
-0.000889,0.27138,0
0.991944,0.976637,1
-0.618732,0.160412,0
0.01651,0.028707,0
-0.90188,-0.108778,1
0.131196,-0.312801,0
-0.938669,-0.307911,1
-0.954942,-0.168476,1
0.164976,0.513394,0
-0.771769,-0.365076,1
-0.122538,0.212101,0
0.028601,0.885925,1
0.04753,-0.753971,1
-0.574242,-0.353743,0
0.148395,0.881314,1
-0.178159,0.943897,1
-0.749391,-0.850568,1
0.59577,-0.243393,0
0.604953,-0.04512,0
0.371843,-0.625565,1
-0.204269,0.006093,0
0.258486,0.446475,0
-0.791989,-0.805427,1
0.674755,0.562709,1
-0.783809,-0.440464,1
-0.282384,0.012629,0
-0.560444,0.279072,0
-0.194974,0.311189,0
-0.726625,0.749696,1
0.391206,0.600272,1
0.559784,-0.837291,1
0.607605,0.311875,0
-0.262856,0.998292,1
-0.879896,-0.16113,1
0.992906,-0.206372,1
-0.828541,0.426896,1
-0.591268,0.670699,1
0.992559,-0.741094,1
0.873676,-0.33956,1
0.73078,0.607583,1
0.902074,-0.73655,1
0.629241,-0.570457,1
0.064133,0.844738,1
-0.118834,0.112079,0
0.92601,-0.193369,1
-0.673353,-0.780092,1
-0.984706,0.493793,1
0.184493,-0.244575,0
-0.74051,0.606512,1
0.349752,-0.075552,0
-0.562132,-0.309501,0
0.95428,-0.539521,1
-0.280664,-0.495868,0
-0.129255,0.378328,0
-0.202932,0.171396,0
-0.997136,0.261863,1
-0.866356,0.870624,1
0.445031,-0.162018,0
0.147954,0.053653,0
-0.375879,0.166188,0
0.89752,-0.362873,1
0.326852,0.802327,1
-0.497958,0.07629,0
-0.5222,0.399005,0
-0.174358,-0.74108,1
0.376951,-0.33084,0
0.914127,-0.779267,1
-0.040748,-0.521285,0
0.533218,0.08253,0
0.282147,-0.88733,1
0.592636,-0.865508,1
-0.950457,0.522387,1
-0.957518,0.558182,1
-0.380797,-0.104207,0
-0.659161,0.455991,1
-0.652623,-0.017064,0
0.929422,0.336277,1
0.368646,0.244089,0
0.804498,-0.506521,1
-0.534437,-0.665135,1
-0.766813,0.825979,1
-0.448143,-0.297414,0
-0.059351,-0.449478,0
0.474562,-0.859612,1
0.68153,0.000506,0
-0.665399,-0.969668,1
0.009472,0.23648,0
0.332005,-0.295945,0
0.271349,-0.44931,0
-0.738959,-0.140765,0
-0.621719,0.113543,0
0.21223,-0.707551,1
0.743404,0.988366,1
-0.217686,0.343742,0
-0.073284,0.53186,0
-0.850091,-0.604507,1
-0.009749,-0.198851,0
0.743722,-0.472064,1
-0.657805,-0.995641,1
-0.088181,-0.994036,1
-0.063531,-0.739831,1
0.994609,-0.343408,1
0.094682,0.972786,1
-0.489169,0.393742,0
0.930245,-0.017679,1
-0.215031,0.156766,0
0.379848,-0.683446,1
0.276171,-0.648618,1
0.185365,-0.151407,0
-0.887123,-0.483511,1
0.819666,-0.544055,1
-0.687311,-0.619962,1
0.68677,-0.212893,0
-0.790473,0.401241,1
-0.6675,-0.155045,0
0.480166,0.172952,0
-0.333325,0.935844,1
0.065155,0.419133,0
-0.759552,0.494807,1
-0.151583,0.77515,1
0.508738,-0.070613,0
0.506913,-0.945002,1
0.565168,0.642531,1
-0.545108,0.695392,1
-0.467687,-0.300893,0
0.076668,0.697365,1
-0.875046,-0.835335,1
0.179161,0.993186,1
-0.199502,0.87222,1
-0.645776,-0.451019,1
0.778475,-0.43821,1
0.180588,0.225483,0
0.869595,0.575237,1
-0.660163,-0.522887,1
0.478175,0.050554,0
-0.911837,-0.7535,1
-0.933028,-0.555896,1
-0.927341,-0.752227,1
-0.97528,0.419265,1
-0.559861,-0.142278,0
-0.522991,0.691225,1
0.101108,0.4701,0
-0.623285,-0.085327,0
0.286882,-0.915628,1
0.391892,-0.226638,0
0.125735,0.628721,1
0.603122,-0.684671,1
-0.135623,0.058161,0
-0.170981,-0.725221,1
0.517663,-0.368561,0
0.704861,-0.138419,0
0.57343,0.980444,1
-0.306317,0.875565,1
0.232791,0.420562,0
0.973656,0.185309,1
0.205841,0.131103,0
0.297267,0.445713,0
0.321259,-0.849718,1
0.704709,-0.769885,1
-0.946702,-0.485388,1
0.581428,-0.097554,0
-0.960245,-0.853989,1
0.013313,-0.301415,0
-0.713193,0.983039,1
0.574192,-0.058548,0
-0.187388,0.03669,0
-0.142299,-0.67791,1
0.626096,-0.24755,0
-0.153076,-0.413331,0
-0.142218,-0.001181,0
-0.264516,0.808768,1
0.21084,-0.338354,0
-0.131308,-0.054264,0
-0.246967,0.102712,0
0.144176,0.292102,0
-0.887695,0.530505,1
-0.533767,0.142313,0
0.2253,-0.401169,0
0.195785,-0.698089,1
0.109316,-0.819197,1
-0.213936,-0.887972,1
-0.138759,-0.451203,0
0.859027,-0.20284,1
0.240459,0.360562,0
0.709279,0.179561,0
0.055066,0.170394,0
0.570201,-0.544794,1
0.469723,0.685173,1
-0.235145,0.208765,0
-0.829319,0.59671,1
0.215602,-0.812435,1
-0.727321,0.826006,1
-0.780634,0.663882,1
-0.242226,-0.048823,0
-0.602031,0.5561,1
-0.340868,0.32996,0
0.578706,-0.289533,0
-0.414376,0.022675,0
0.486302,-0.273438,0
0.129549,0.197118,0
0.290795,-0.320334,0
0.919581,0.803648,1
0.27012,-0.168815,0
-0.70055,-0.679643,1
0.861615,0.987688,1
0.18677,0.687014,1
0.495378,0.548434,1
-0.302154,-0.07239,0
0.52044,0.792998,1
0.673152,-0.612901,1
-0.815015,-0.537834,1
-0.358935,-0.661717,1
-0.054118,0.534409,0
0.995605,-0.490452,1
-0.236037,-0.993695,1
-0.308937,0.153811,0
0.719323,-0.441442,1
-0.94167,0.443646,1
-0.099908,-0.00097,0
-0.626887,0.643582,1
-0.550261,-0.803512,1
0.144123,-0.010927,0
0.902111,-0.146515,1
0.739683,0.492668,1
-0.509916,0.914123,1
-0.065859,0.001405,0
0.982789,0.662157,1
-0.211931,-0.362813,0
-0.59381,0.346823,0
0.550929,0.381472,0
0.620154,-0.203043,0
0.285398,0.727113,1
-0.349379,-0.732417,1
0.196359,0.843173,1
-0.664584,-0.217338,0
-0.220464,-0.41547,0
-0.857103,0.759821,1
0.531987,0.819041,1
-0.057191,0.21968,0
0.662062,-0.643139,1
0.511879,0.065243,0
-0.443034,0.865521,1
0.084019,0.24955,0
-0.552334,0.726625,1
0.342906,0.878275,1
-0.294953,-0.825173,1
-0.344902,-0.665022,1
0.507867,0.256973,0
0.054729,0.370227,0
-0.483778,0.76185,1
0.923496,0.271053,1
0.389355,0.632036,1
-0.47861,0.7981,1
0.870025,-0.258259,1
0.553876,-0.36285,0
-0.649017,-0.151186,0
0.157138,-0.138999,0
0.449787,0.168317,0
-0.446672,-0.673882,1
-0.135517,0.028903,0
0.579326,0.544443,1
0.385165,0.916633,1
-0.246335,0.914445,1
0.515522,0.7576,1
0.337047,-0.142244,0
0.486798,0.999356,1
-0.597243,-0.176027,0
0.310884,0.772827,1
-0.173603,0.748482,1
0.364191,-0.177046,0
0.987596,0.714811,1
0.919621,-0.472884,1
-0.586776,0.214442,0
-0.638821,-0.003238,0
-0.841131,-0.554178,1
-0.4428,-0.12326,0
0.914573,-0.031509,1
0.367081,0.91219,1
0.487014,-0.17247,0
0.117198,0.739309,1
-0.070426,0.638105,1
-0.650907,0.146116,0
-0.452772,-0.310485,0
0.592197,0.592519,1
0.549754,-0.63302,1
-0.696645,0.96829,1
-0.36757,-0.697678,1
0.948463,0.205885,1
-0.10712,-0.396106,0
0.814225,-0.59951,1
0.164168,-0.517198,0
-0.985794,0.827151,1
0.646405,-0.25715,0
-0.230047,-0.844794,1
-0.696181,-0.090119,0
-0.032082,-0.081233,0
-0.49139,0.53662,1
0.59581,0.526358,1
